,text_jw
62,"Sawijining dina, Prabu Tasikraja saka tlatah Tasikretna anggawe sayembara amerga ilange putrine kanti jeneng Dewi Tirtawati. Isi sayembara iku yaiku sopo wae wong lanang kang bisa nemokake Dewi Tirtawati lan nggawa bali ana ing kraton Tasikraja dewek 'e bakal dirabekake deneng Dewi Tirtawati. Sawentara ana ing liya tlatah yaiku negara Astina Pura, Prabu Abiyasa nampa rawuh Resi Narada kang nggawa pesen saka Hyang Girinata kanggo anggolekake jodo marang Raden Utara lan Raden Wratsangka kang ora liyo yaiuku anak keturunan saka kerajaan Wirata. Ora suwene kerawuhan Resi Narada banjur disusul Raden Wratsangka kang nyeritakake lungane kakang Utara kanggo anggoleki Dewi Tirtawati saperlu anemokake lan bisa anggawa bali ana negara Tasikretna. Kanthi nemokake Dewi Tirtawati Raden Utara nduweni pengangen-angen supaya bisa rabi dening Dewi Tirtawati. Krungu cerita saka Wratsangka, Prabu Abiyasa banjur tindak saperlu madosi Raden Utara. (Prabu Abiyasa dalam cerita wayang bahasa jawa dengan judul Wratsangka la Utara krama pergi mencari Raden Utara dengan diiringi oleh Wratsangka) Singkat cerita, Prabu Abiyasa bisa nemokake Utara ana ing tengah alas gung liwang liwung. Ana ing ngalas iku mau Prabu Abiyasa weneh dawuh marang Utara supaya anggoleki penculik kang wis nyulik Dewi Tirtawati ana ing tlatah negara Tasikretna kanti iringan Raden Wratsangka. Prabu Abiyasa paring dawuh amerga nduweni batin yen penculik Dewi Tirtawati bakal bali ana kraton Tasikretna kanggo nyulik adikne yaiku Dewi Sindusari. Sawentara iku ana ing tlatah Bulukapitu kedadean kang wis dinyono-nyono Prabu Abiyasa bener kedadean. Amerga penculik Dewi Tirtawati ora salah yaiku Raden Girikusuma saka keturunan Prabu Prawata mbujuk Dewi supaya gelem rabi marang dewek'e. Amerga ngrasa dwek'e kepepet Dewi Tirtawati banjur weneh syarat kanggo Girikusuma yen bakal bebojoan marang dewek'e, syarat kui yaiku Girikusuma ugo kudu ngrabi Dewi Sindusari sing ora liya adi saka Dewi Tirtawati."
63,"Ora akeh ngomong Raden Girikusuma banjur tindak menyang negara Tasikretna kanggo nyulik Dewi Sindusari supaya bisa rabi marang keloro keturunan Prabu Tasikraja iku. Ana ing kraton Sariretna Prabu Tasikraja nampa rawuhe Raden Utara lan Wratsangka kang ngendikan bilih sowanipun dateng Prabu Tasikraja mboten sanes amargi titah saking Prabu Abiyasa. Raden Utara lan Wratsangka uga matur daten Prabu Tasikraja bilih penculik kang sampun nyulik putri Raja bakal teko malih dateng kraton Sariretna. Salajenge Prabu Tasiraja paring dawuh dateng Utara lan Wratsangka supaya penculik iku bisa kecekel lan putrine Dewi Tirtawati bisa ditemokake. Ana ing wengi dina Girikusuma dugi kraton Sariretna kanti niat nyulik Dewi Sindusari. Ananging durung nganti niat kui kaleksanan Girikusuma kepergok deneing Raden Utara lan Wratsangka sahingga kedadean peperangan. Ana ing perang iku Girikusuma bisa dikalahake lan mlayu bali menyang tlatah Bulukapitu. Kanthi dawuh Prabu Abiyasa Raden Utara lan Wratsangka banjur ngoyak Girikusuma tumeka ing Bulukapitu lan kasil anggone ngalahke Girikusuma teka patine. Amerga pati saka Giikusuma Prabu Prawata kang ora liyo rama saka Girikusuma ngamuk, anangin bisa diatasi marang Utara lan Wratsangka. Dewi Tirtawati kang diculik ana Bulukapitu banjur bisa ditemokake dening Utara lan dipun kundurake ana ing Prabu Tasikraja. Prabu Tasikraja banjur nepati sabdane kanggo nikahake Dewi Tirtawati marang wong lanang kang bisa nemokake dewe'e, wong lanang iku ora liya yaiku Raden Utara. Sawentara Raden Wratsangka dinikahake dening adine Dewi Tirtawati kanthi asma Dewi Sindusari."
64,"Jaka Tarub yaiku sawong pemuda gagah sing nduweni kesaktian. Dheweke kerep metu mlebu alas kanggo berburu lan nimba ngelmu. Swijining dina tengah wengi wulan purnama dheweke mlebu alas, saka kadohan dheweke krungu sayup suwara wong wedok sing lagi geguyon. Merga rasa pamasaran, Jaka Tarub mlaku nggoleki arah nuju suwara-suwara kuwi, nganti akhire dheweke nemu tlaga sing apik banget neng tengah alas, ana ing tlaga kui aton 7 wong wedok sing ayu banget lagi adus sinambi geguyon (tibake wong wedok ayu-ayu kui ternyata widhadari utawa 7 bidadari saka khayangan). Kanthi alon-alon Jaka Tarub mlaku nyedhak. Banjur dheweke nemu klambi saka wong wedok kesebut sing serakan ana ing nduwur suket. Sakwise mileh, dheweke njupuk salah sijine lan ndelekake. Sawentara wektu pun nuli lan para widhadari wis arep bali menyang khayangan, enem saka dekne kabeh nganggo klambi lan bebed te dewe-dewe, nuli mabur menyang langit. Saka kui banjur Jaka Tarub ngerti yen wong wedok kuwi yaiku para widhadari khayangan. Ning sawong widhadari keri neng tlaga amarga kelangan klambi lan bebedte, dheweke ora bisa bali menyang khayangan banjur nangis. ""nek ana sing nemu klambi lan bebedku, nek lanang arep tak dadekne bojo lan nek wadon arep tak dadekne sedulur,"" janji widhadari sinambi nangis. Jaka Tarub banjur njedul lan nyeraki widhadari mau. Dheweke menehake bebed kanggo widhadari kuwi, ananging tetap ngelekake klambine supaya dheweke ora bisa mabur menyang khayangan ninggalke dheweke. Sang widhadari sing nduweni jeneng Nawang Wulan iku banjur nepati janjine lan rabi karo Jaka Tarub. (ana versi liya disebutke Nawang Wulan ora nduwe janji mangkono. Nanging pas Nawang Wulan nangis neng tlaga, Jaka Tarub banjur njedul lan nuli dheweke nawakne panggonan kanggo Nawang Wulan nganti akhire dekne pada rabi). (Bagaimana kelanjutan kisah cerita bahasa jawa Jaka Tarub setelah melakukan pernikahan bisa kita simak di bawah ini)."
65,"Kawet rabi karo Jaka Tarub tansah urip kecukupan. Panene akeh lan lumbung sanuli dikebaki saka pari ratau kekurangan. Klambi Nawang Wulan didelekake Jaka Tarub neng jero lumbung sing sanuli kebak. Singkat cerito dekne kabeh nduweni anak lan urip tentrem. Sakwise sawentara urip omah-omah, saben dina Joko Tarub lan keluargane sanuli mangan sega, ananging lumbung sing kebak ora tau kelong koyo-koyo ora ana pari sing kanggo ngliwet lan dipangan sak keluarga. Suwijining dina Nawang Wulan lunga menyang kali. Dheweke pesan marang bojone supaya njaga geni kere neng pawon, ning nglarang bojone mbukak tutup kethel. (Dalam cerita bahasa jawa Jaka Tarub selanjutnya) Jaka Tarub nglakoke pesene bojone, ning mergo rasa pamasaran sing wis suwe ana ing njero ati akhire nggawe Joko Tarub nglanggar larangan sing wis dipesa dening Nawang Wulan. Deweke mbukan tutup kethel lan neng njerone jebulna mung ana siji glintir beras. Ternyata sajrone iki Nawang Wulan mung mbutuhake beras sak glintir kanggo ngebaki kebutuhan mangan dekne sak keluarga kanggo sedina. Pas Nawang Wulan mulih lan mbukak tutup periuk, mung ana sak glintir beras neng njerone. Banjur Nawang Wulan nesu amarga bojone wis nglanggar larangane, lan dheweke banjur sedhih amarga ket wektu kuwi dheweke kudu mangsak sega kaya manungsa biyasa. Dheweke kudu nutu pari akeh dadi beras sadurung banjur mangsak dadi sega. Akibate amarga dinggo terus-terusan, suwe-suwe jagan pari neng lumbung Jaka Tarub tambah kelong. Alon ning mesti, pari dekne nganti entek, sawentara wayah panen isih suwe. Ana ing Sawijining dina wektu Nawang Wulan njupuk pari kanggo ditutu, katon bebed neng tumpukan pari. Pas digeret lan digatekake elinga Nawang Wulan yen kuwi yaiku klambi widhadarine. ""Dadi sajrone iki Jaka Tarub sing wis ndelekake klambiku, lan merga isi lumbung terus ngurang nang akhire aku bisa nemokake klambiku iki. Iki mesti wis dadi kekarepan sing neng dhuwur,"" pikire."
66,"Nawang Wulan banjur macak widhadari lan njupuk bebede. Dheweke nuli nemoni Jaka Tarub kanggo pamitan lan njaluk supaya Jaka Tarub ngrumat anake kanthi sabar. Jaka Tarub njaluk ngapuro marang bojone supaya ora ninggalke dheweke, nanging wis dadi takdir Nawang Wulan kudu bali menyang khayangan lan pisah karon deweke. ""Elingo aku pas ndeleng wulan. aku bakal nghibur awakmu saka dhuwur kana,"" tembung Nawang Wulan. Dheweke banjur mabur menyang langit nuju khayangan, ninggalke Jaka Tarub sing nangis lan nggetuni kedadean kui. Begitulah kisah Jaka Tarub setelah kita kemas menggunakan bahasa jawa ngoko. Semoga artikel singkat dengan judul cerita bahasa jawa Jaka Tarub di atas dapat menghibur kita semua."
67,"Witing trisna jalaran saka kulina. Mbokmenawi tembung-tembung punika ingkang paling tepat konjuk kula. Nami kula Anita, wonten tahun 2017 menika kula lenggah ing bangku kelas XII SMA. Kula gadhah satiyang tangga kakung ingkang kala niki saweg kuliah tingkat setunggal, naminipun Adhi. Kula tanggenan sami piyambakipun ket saking lair. Angsal dipunsanjang piyambakipun sampun kados kakang kula piyambak. Piyambakipun mirengan sanget ing kula. Piyambakipun sae uga humoris. Kula remen sanget tumrap piyambake. Awale raos niki namung sawates raos rena amargi dipunmirengaken kados satiyang rayi, nanging dangu kedangon raos niki tuwuh dados benih tresna ing manah kula. Riyen wanci ing Sekolah madya setunggal (SMP) kula ugi nate remen sami piyambakipun. Kula kinten raos punika namung dampak saking masa puber kula. Piyambakipun remen nyanjung awaku, amargi punika kula sempat ngira yen piyambakipun ugi tresna kula. Maklum kemawon kula enggal ucul saking masa bocah. Awit saking menika kula samenika tertarik kagem nyerat buku diary salah satunggaling nggeh cerita bahasa jawa katresnan terbaru 2017 menika. Kala niki raos punika wangsul malih. Kula wangsul ngangenaken piyambakipun. Kirangan saking pundi awalipun, nanging alon-alon kangen punika tambah nyiksa. Kala piyambakipun wangsul datheng panggen kuliah, kula rumaos tebih sanget saking piyambakipun. Nanging kala piyambakipun ing griya, kula bersikap seolah-olah mboten kedadosan menapa-menapa ing kula. Saleresipun kula sampun nyobi kagem ngilangaken pangraos niki. Kula mangertos, mboten mungkin kula sanguh dados kasihipun. Piyambakipun sampun nganggep kula sami kados adhinipun, uga menapa tembung tiyang sepuh kita menawi kita pacaran. Kula isin sami pangraos kula niki. Kula bingung kedah kados pundi. Kula terus ngupados mendem raos menika. Dinten niki dinten minggu. Dinten ingkang tepat kunjuk kula nglumuh-lumuhan. Sapadintenan niki kula namung lenggah ing ngajeng tv. Kala saweg nyamleng-nyamlengipun nonton FTV, hp ku muni. Kula pendet kaliyan lumuhipun. Kula ningal enten 1 timbalen mlebet saking nomor mboten kula tepang. ""halo. "" ""nggih halo."
68,"Anita nggih??"" ""inggih, bener. Niki sinten??"" ""niki kakang, dek. "", wangsul suwanten ing seberang ngrika. ""kakang sinten??"" ""kang Adhi. Masok dek mboten ngenalin suwaraku?? Ge menapa sakmenika dek??"" Kang Adhi?? Jantung kula menika kaya copot nalika piyambakipun nyebutin naminipun. Kula mboten pitados kalo ingkang nelfon niki kang Adhi. ""kula ngimpi mboten ya??"", batos kula. Kula jiwit lengen kula kagem mestekake. Owh, sakit. Jebulna kula mboten ngimpi. ""bakal dadi tambahan cerita bahasa jawa katresnan terbaru 2017 ing buku diary kula dinten iki"", batos kula. ""lho dek, ditakoni kok meneng??"" ""o. o. e iya. Sory kang. "", kula gragapan. ""hahaha. lucu. O nggih pun riyen nggih dek, benjing sambet malih. Bye. "" ""inggih kak, bye. "" Klik. Telfon mati. Kula taksih kaget. Mboten pitados sami menapa ingkang saweg kemawon kedadosan. ""kang Adhi nelfon kula. Oh my God pertanda menapa niki??"" Seru kula lebet manah. Kawit kala punika piyambakipun asring menelfon kula. Piyambakipun cerios pandalon-pandalon kuliahnya. Kula ugi kathah curhat sami piyambakipun. Manah kula tambah katresnan. Kula tambah pitados ngimpi kula badhe dados kasunyatan."
69,"Saksampune punika kita numindakake apel pambikakan uga mengibarkan bendera pramuka ing ngrika, saksampune apel kita disukani kesempatan konjuk ngaso riyen. Lajeng kita awiti ngedekake tenda ingkang sampun kita bekta, jebulna mboten gampil, kaliyan dibantu dening kakang Pembina akhiripun tenda kita saged ngadeg kaliyan jejeg, saksampune punika kita mlebetaken barang-barang kita uga ngaso kaliyan nyawang kebonan teh ingkang wiyar sanget uga ijem, tenda kita persis ing sisih kebon teh. Sadereng budhal kita ugi diparingi jadwal kegiatan ingkang badhe kita tumindakake salama wonten ing ngrika uga jadwal kesebat kita tempel ing ngajeng tenda. Kegiatan satunggal lan satunggale kita lakoni kaliyan seksama, uga kegiatan pribadi kita yaiku mangsak konjuk tedha siyang, kula dereng wases mangsak ing wanci punika, nanging untungipun lebet anggota kelompokku enten ingkang sanguh mangsak. Setunggal kita mangsak sekul, bagia niki ing nyambut damelaken dening Reni uga Iwan sawegaken kunjukan mangsak lauknya yaiku kula, Asrofi, uga Galih, sawegaken Bayu uga Dina gadah tugas ngresikaken tenda. Kita salajeng sami ngunjuk jejibahan lebet nyambut damel. Cerita bahasa jawa pengalaman kemah pramuka menika sanget nyenengaken kula piyambak ugi kanca-kanca sedaya. Wonten dinten sepisan kita taksih lebet kegiatan panepangan daerah sekitar, nalika dalu suhu ing ngrika asrep sanget, jebulna leres menapa tembung Pembina, untung kamawon kula dibektakaken kathah pirantos dening ibu, senaosa mekaten kula taksih rumaos kasrepen ing ngrika, akhiripun kita nelasaken dalu kaliyan tilem sami desuk-desukan kajengipun saged sekedhik ngirangi asrep ingkang kita raosaken. Esuk dintenipun kita wungu sakderengipun adan subuh, ing ngrika kathah kabut uga hawanipun taksih asrep sanget dadosipun kita susah konjuk ngucul kemul kita, saksampune srengenge sampun cekap nginggil, kita gantosan konjuk adus, senaosa toyanipun asrep sanget nanging kita tetap adus. Saksampunipun sedayanipun rapi kita numindakake apel pambikakan kegiatan, ing dinten kaping kalih punika kita numindakake kegiatan perrmainan, Pembina nyawisaken kathah dolanan konjuk kita, dolanan ingkang melatih kekompakan ugi enten."
70,"Kita bersukaria ing dinten punika. Kula lajengaken Cerita bahasa jawa pengalaman kemah pramuka Wonten dinten kaping tiga (3) kita numindakake hiking ing kebonan teh, nanging amargi kula ngrupikaken anggota pra DP utawi Dewan Penggalang kula mboten ndherek lebet acara hiking kesebat amargi anggota pra DP badhe diparingi materi dados pamepak pangertasan babagkan pramuka, senaosa rumaos kuciwa nanging saksampune paweweh materi sedaya anggota pra DP ingkang mboten ndherek hiking diajak datheng air terjun ingkang wonten celak panggen perkemahan menika. Panggen kesebat cekap nggantosaken kekuciwan kita, nanging konjuk ngantos papan menika ing mbetahaken perjuangan amargi radin nuju papan menika terjal sanget uga bahaya, nanging perjuangan kita kegantos kaliyan pemandangan air terjun ingkang sae sanget, ing sekelilingipun dikebaki gunung-gunung inggil, saksampune puas kita wangsul wonten panggen perkemahan malih. Saksampune dugi wonten panggen perkemahan malih kita angsal warta menawi ingkang ndherek lebet acara hiking dereng ngantos ing panggen tujuan, miturut warta piyambake sedaya geblasuk. Nanging saksampune siyang dinten sekitar jam setunggal (13. 00) piyambake sedaya sampun ngantos ing panggen tujuan, kita rumaos lega mirengipun. Saksampune sonten dinten jam sekawan (16. 00) piyambake sedaya ingkang ndherek hiking enggal ngantos kepanggen perkemahan, kula rumaos bersyukur amargi mboten ndherek lebet hiking kesebat. Dugi enjing salajenganipun yaiku dinten paling akhir kita, kagiatanipun yaiku mambajeng tenda uga ngresikaken panggen sekitar, saksampune rampung sekitar jam sanga (09. 00) kita numindakake apel penutupan kegiatan perkemahan. saksampune punika truk ingkang badhe mbeta kita mantuk sampun datheng uga kita mbekta barang-barang minggah uga kita ugi ndherek minggah. saksampune ndo'a truk kita mlaku konjuk ngantos ing sekolah. Mboten mekaten dangu akhiripun kita ngantos ing sekolah kaliyan wilujeng. Ing ngrika ugi sampun enten tiyang sepuh ingkang badhe mapak putranipun ingkang salah satunggalipun yaiku bapak kula ingkang sampun jagi wonten ing ngrika. Saksampune numindakake apel ing sekolah kita diijinaken mantuk."
71,Saksampune ngantos ing griya kula lansung menuju kamar kagem ngasa.
72,"Rikala punika dinten Jemuwah kados biasanipun saben jam kalih (2) siyang kula wonten ing sekolahan saperlu tumut kegiatan pramuka ingkang dipunwajibaken kunjuk sedaya kelas pitu, ing wanci punika nalika saweg numindakake apel pambikakan, Pembina pramuka ingkang kagungan nami kak Ayu nyriyosikaken dhateng kita menawi badhe enten kemah akhir taun, kula rena sanget mirengipun amargi dereng nate tumut kegiatan kemah. Saksampune mantuk saking pramuka, kula nyeriosaken sedayanipun dhateng ibu, uga jebulna ibu paring ijin datheng kula konjuk ndherek kegiatan kemah kesebat. Cerita pengalaman pribadi kegiatan pramuka dalam bahasa jawa temuka dinten Jemuwah salajengipun kita dipunpara lebet pirang-pirang kelompok dening kakang Pembina, kula angsal kelompok ingkang kagungan anggota pitu (7) tiyang, yaiku kula piyambak, Reni, Dina, Iwan, Bayu, Galih, uga Asrofi, ingkang sakunjukan ageng kanca sekelas kula, saksampune pembagian kelompok, kita dipuntedah ngengingi prabot menapa kamawon ingkang badhe kita bekta ing kala kemah mangke, alat-alat kados barang pribadi uga barang kelompok, barang kelompok yaiku barang ingkang badhe dipunginakaken dening sedaya anggota kelompok kados tenda, klasa, pirantos masak,terpal, uga sanes-sanesipun. Sawentara menika barang pribadi yaiku barang ingkang sakintenipun kita sedaya betahaken konjuk badan kita piyambak kados rasukan, obat, tedhan alit, lan sapanunggalanipun. Sak sampunipun diskusi kesebat kula angsal bagian konjuk mbekta klasa uga alat mangsak. Kegiatan kemah kita nglajeng salebetipun tigang (3) dinten sekawan dalu lan dipunwontenaken saksampune pamendhetan raport ing daerah Jogja, miturut kakang Pembina ing ngrika asrep dados kita diemutaken supados mbekta kemul uga jaket ingkang kandel, dinten demi dinten nglajeng, saksampune sedaya jagen sampun rampung, tilar nengga dintenipun. Setunggal dinten sadereng kula budhal, ibu sampun nyiapaken sedaya prabot ingkang badhe kula bekta, amargi ibu mangertos menawi ing ngrika suhunya asrep ibu nyiapke kagem kula kathah pepakan, kados kemul kandel, jaket kandel,sarung tangan, kaos suku ingkang ngakibataken tas bektan kula dados ageng sanget, ibu ugi mbektakaken kula tedhan alit uga arta."
73,"Saderengipun sekolahan ugi nimbali tiyang sepuh konjuk rapat lan pamendhetan raport. Cerita pengalaman pribadi kegiatan pramuka dalam bahasa jawa bakal dados crita ingkang mboten saged kula lalekaken. Dinten ingkang ditengga-tengga akhiripun datheng ugi, kula budhal kemah. Kula budhal ing enjang dinten wulan Desember udhar gansal welas (15), dinten wanci punika cerah sanget, kula budhal menyang sekolahan dipapak dening Bapak, wonten ngrika sampun kathah kanca-kanca kula kaliyan bektan ingkang kathah ugi. Saksampune pamitan dening bapak uga mboten kesupen ugi kaliyan ibu nalika badhe budhal wau, kita dikempalaken dening kakang Pembina lebet mukawis barisan uga mantos-wantos kita menawi kita kedah njagi sikap kaliyan warga sekitar uga njagi nami sae sekolah. Mboten dangu saksampune punika tumpakan ingkang badhe ngiringaken kita datheng papan kemah sampun dugi, yaiku truk ingkang milangan kalih, saksampune rdo'a kita minggah lebet truk, sawentara barang bektan kita wonten lebet truk benten ingkang sampun ing jagikaken khusus konjuk barang-barang. Saksampune pepak sedaya kita budhal wonten papan kemah, ing lebet radin kita ing hibur kaliyan pemandangan ingkang sae sanget, saksampune nempuh radin ingkang cekap dangu akhiripun kita ngantos ing panggen perkemahan, ing ngrika kita dipun sambut dening kebonan teh ingkang wiyar sanget. Saksampune punika kita mandhapaken barang-barang uga lebet panggen ingkang sampun dipun tentokaken."
74,"Ing jaman Nabi Sulaiman, gesang pinten-pinten tawon. salah satunggal ing antawisipun yaiku Pipo. Pipo yaiku anak tawon ingkang sampun dipuntilar pejah ibunipun. Wanci punika ibunipun pejah dicokot kalajengking. Sakmenika piyambakipun gesang piyambak tanpa nduwe sanak kadang. Amargi namung gesang piyambakan, Pipo milih konjuk gesang mengembara. Ngantos akhiripun piyambakipun dugi ing gurun ingkang wiyar. Ing madya gurun punika Pipo rumaos ngelak uga luwe. ""aku kudu enggal golek pangan uga banyu, nanging aku kudu golek ana ing ngendi?"" batin Pipo. Singkat cerita, Pipo banjur pados tedhan uga toya. Saksampune cekap dangu mabur, saking doh-dohan Pipo ningali toya uga tedhan. Nanging saksampune nyelak, jebulna ingkang dipunningalipun namung hamparan wedi ingkang wiyar. Kanthi kuciwa Pipo banjur mabur maneh kangge pados toya. Mboten dangu lajeng piyambakipun kepanggih kaliyan semut ingkang saweg kasisahan mbekta tiganipun. Pipo banjur nyelaki semut punika. ""Heei, semut. sinten nami sampeyan?"" ""nami kula Kriwil. nami sampeyan sinten?"" jawab semut. ""kula Pipo. sampeyan kersa dados kanca kula?"" Kriwil banjur manggut-manggut. ""menawi mekaten mangga kita sedaya madosi toya uga tedhan sareng-sareng?"" Kriwil banjur wangsulan kanthi manggut-manggut maneh. Singkat cerita ana ing Contoh dongeng fabel bahasa jawa Piyambake sedaya banjur kesah konjuk madosi tedhan. Saksampune dangu ngubengi gurun, piyambake sedaya nemu setunggal toya ingkang katon resik uga segar. Ing samping toya punika enten wit kurma ingkang kathah woh-e kanthi rasa legi. Kriwil lan Pipo bingah sanget. Piyambake sedaya enggal ngunjuk uga nedha sapuasipun. Saksampune piyambake sedaya tuwuk, piyambake sedaya enggal madosi panggenan kagem tilem. Kalih dinten lajeng piyambake sedaya nemu panggen kagem tilem ingkang miturut piyambake sedaya tepat. Yaiku ing setunggal panggenan wiyar kang ana wit-witan. Piyambake sedaya mboten badhe luwe ugo ngelak amargi ing pinggir panggenan punika enten kathah wit buah-buahan uga setunggal toya ingkang resik sanget. Kriwil lan Pipo gesang kaliyan rukun. Tambah dinten paseduluran piyambake sedaya tambah sae."
75,"Piyambake sedaya banjur gesang kaliyan aman, tentrem uga bagya mulya."
76,"Ing jaman ndisik, ana satunggaling pitik kang kekancan karo kethek. Ananging paseduluran kuwi ora awet suwe amarga kelakuan si kethek. Sawijining dina kethek ngejak pitik mlaku-mlaku sinambi golek pangan. Nganti wayah srengenge angslep ana ing kulon loro kewan kui mau durung ugo nemu pangan kang bisa maregake wetenge. Dumadakan tanpa disangka lan dinyana kethek kang wis kadung ngeleh duwe pikiran elek marang kancane yaiku si pitik. Tanpa rasa mesakake kethek nyekel si pithik lan mbubuti wulune kanthi niat arep mangan mbakar pithik kanggo mangan wengi iku. Ananging mergo pitik terus-terusan usaha kanggo lolosake awake akhire deweke bisa ucul saka si kethek. Pitik banjur mlayu nganti tumeka sawijining pinggir segara kang dipanggoni sawijining yuyu sing ora liya ugo dadi kancane si pitik. Ana ing panggonan kui pitik cerita marang yuyu: Pitik : hei Yuyu kancaku, tulungono aku, aku lagi diuber karo kethek sing arep mangan aku. Yuyu : orasah kuwatir kancaku, aku bakal nyelametke awakmu saka kethek kang ora reti arti kekancan kui mau. Aku bakal weneh pelajaran supaya kethek kui mau ora wani maneh ganggu awakmu. (fabel bahasa jawa) Sawise kahanan lerem, pitik lan yuyu ngatur siasat kanggo weneh pelajaran marang kethek mau. Yuyu due ide nggawe perahu saka lemah lendut kanggo nyeberang ana ing pulau sacerak e segara kui. Sawisi perahu kang digawe kui dadi banjur pitik lan yuyu ngundang kethek kanggo nyebrang bareng ana ing pulau sacerake kanggo golek pangan. Mergo kahanan ora ana pangan ing sakiwo tengene panggonan kui banjur kethek langsung wae nyaguhi ajakane pitik kanggo menyang pulau saberang. Sawise prahu mlaku ana ing tengah segara banjur pitik mau kluruk sinambi notol prahu kang pada di tumpake kui mau. Alon-alon prahu kang digawe saka lemah lendut kui mau otomatis bocor lan banyu mlebu ing prahu."
77,"Ora bisa ditahan maneh prahu kang pada ditumpaki kui mau ambles ing segara. Pitik kang wis siap lan ngencanakake kedadean kui kanthi siap langsung mabur ing darat, yuyu kang ugo wis siap kedadean kui banjur nglangi ing dasar segara, sawentara kethek kang jahat lan ora reti arti kekancan kui mau amung bisa tulung-tulung lan angslep amerga ora bisa nglangi. Singkat cerita kethek kui mau mati glagepen ing tengah segara."
78,"Ing sawijining dhusun gesang satiyang randha sepuh ingkang nduwe nami mbok Sarni. Saben dinten piyambakipun nelasaken wancinipun piyambakan, amargi mbok Sarni mboten nggadhahi putra. Satemene piyambakipun pengen banget anggadhahi anak, kajengen saget mbiantu nyambut damel. Ing sawijining sonten mbok Sarni kesah datheng ngalas konjuk pados kajeng, wonten tengah ndalan dumadakan mbok Sarni kepanggih kaliyan Buta ingkang ageng sanget. ""Hei, ameh nengendi sampeyan?"", takon Buta iku. ""kula namung badhe ngempalaken kajeng garing, dados ijinke kula lewat"", wangsul mbok Sarni. ""Hahahaha. sampeyan oleh lewat sakwise sampeyan wenehi aku anak manusia kanggo tak pangan"", tembung Buta. Lajeng mbok Sarni mangsuli, ""nanging kula mboten nggadhahi anak"". Saksampune mbok Sarni criyos menawi piyambakipun mboten gadhah anak uga kepengen banget gadhah anak, mila Buta ui nyukani wiji timun. Buta punika ngomong, ""Hey wong wadon tua, iki aku wenehi sampeyan wiji timun. Tanduren wiji iki ing pomahan sampeyan, uga sakwise rong minggu sampeyan bakal nduweni anak. Nanging eling, tumbalke anak kui mengka marang aku sakwise umure jangkep enem tahun"". Sakwise kalih minggu, timun punika katon awoh akeh sanget uga enten salah satunggale timun ingkang cekap ageng. Mbok Sarni lajeng mendhet timun menika , uga saksampune dipunsigar jebulna isine yaiku satiyang bayi ingkang elok sanget ayune. Bayi punika lajeng dipunsukani nami Timun Mas. Tambah dinten Timun Mas tambah ageng, uga mbok Sarni bingah amargi griyanipun mboten sepen malih. Sedaya panyambut damelanipun sanguh rampung kaliyan gelis amargi bantuan Timun Mas. Akhire ing sawijineng dinten Buta kang paweh wiji timun marang Mbok Sarni teka konjuk nagih janji. Mbok Sarni kaget sanget, uga mboten kersa kecalan Timun Mas. Lajeng mbok Sarni ngendika, ""Hay Buta, teko o mriki kalih taun malih. Tambah gedhe anak iki, mila tambah eca konjuk ing santapan"". Buta kui banjur setuju lan ninggalke griya mbok Sarni."
79,"wanci kalih taun sanesa wanci ingkang dangu, amargi punika saben dinten mbok Sarni pados akal kados pundi caranipun supados anakipun mboten dipunbeta dening Buta. Manah mbok Sarni cemas sanget. Ana sawijining mbengi mbok Sarni ngimpi. Ing lebet impinipun punika, piyambakipun dipuntedah kajengen Timun Mas sowan marang petapa ing gunung. Enjang dintenipun mbok Sarni dawuh dening Timun Mas konjuk enggal memoni petapa punika. Saksampune kepanggih kaliyan petapa, Timun Mas lajeng nyriosi babagan pangangkah kedathenganipun. Sang petapa lajeng nyukani Timun Mas sekawan bungkusan alit ingkang isine wiji mentimun, dom utawa jarum, uyah, lan terasi. ""Uncalno mboko siji bungkusan niki, yen kowe dioyak dening Buta iku"", dawuh petapa dening Timun Mas. lajeng timun Mas mantuk datheng griya, lajeng nyimpen bungkusan saking sang petapa mau. Enjangipun Buta datheng malih konjuk nagih janji. ""Hay wong wadon tua, endi anak kui? Aku wis ora kuwat pengin mangan dewek e"", bengkok Buta. Lajeng mbok Sarni mangsul, ""Ampun sampeyan pendhet anak kula niki wahai Buta, amargi kula tresna sanget dateng piyambake. Langkung sae kula kemawon ingkang sampeyan pangan"". Buta mboten kersa nampi tawane saking mbok Sarni punika, akhire Buta mau nesu lan ngamuk. ""endi bocah kui? endi Timun Mas?"", bengkok Buta. Amargi mboten tega ningali mbok Sarni nangis terus, mila Timun Mas medal saking panggenanipun. ""Aku ana kene Buta, cekelen aku yen sampeyan bisa!!!"", bengkok Timun Mas. Dongeng Timun Mas dalam bahasa jawa. Buta iku banjur ngoyak Timun Emas, Timun Mas ngawiti nguncalke kantong ingkang isi mentimun. Saestu ajaib, alas dados tegal mentimun ingkang ndadi wohe. Buta mau dadi terhambat anggone ngoyak Timun Emas, amargi batang timun kesebat terus mbulet ana ing awak Buta. Nanging akhire Buta bisa bebas saka alas mentimun, banjur bali ngoyak Timun Mas malih."
