,text_jw
56,"Wadyabala Mataram wiwit gawe laren nganti ketug sacedhake kutha, JP. Coen nuli dhawuh ngrusak laren mau. Sarehne bala Mataram uga ketrajang lelara, wusana kepeksa mundur. Wiwit ing wektu iku karajan Mataram wis ora wani nempuh marang kutha Betawi. Ewa dene Sultan Agung sabisa bisa tansah ngarah gawe kapitunane Compagnie, kayata wong Mataram dilarangi dagang beras menyang Betawi, mangka Compagnie butuh banget. Utusan saka Betawi menyang Karta padha dicekel, sarta direngkuh abdi telukan, malah saweneh ana kang dipateni. Bareng sabedhahe kutha Malaka tahun 1641, wong Jawa ora kena dagang beras ana ing kono, dipeksa dagang menyang pelabuhan Betawi. Senadyan Sultan Agung durung karsa rukun, ewa dene kawula Mataram diidini lelawanan dedagangan maneh lan Compagnie ing Betawi. Wasana ing tahun 1646 Sultan Agung seda, wiwit ing wektu iku Mataram banjur rukun bae lan Compagnie. Karsane Sultan Agung arep ngerehake Tanah Jawa kabeh iku wis akeh kelakone, nanging perang mau ndadekake karusakan ing Tanah Jawa. Nalika utusane VOC. ing tahun 1613 padha menyang Karta, para utusan padha eram ndeleng kehing wong ing kutha kutha, kehing beras pari apa dene kehing wit witan tuwin tetanduran kang metu kasile, nanging bareng antara limalas tahun maneh, akeh tanah tanah kang ora kadunungan wong, panggonan panggonan kang katrajang ing prang padha nandang paceklik lan kaambah ing pageblug. Mulane mengkono, marga Sultan Agung iku nggone arep nggayuh karsane iku nganggo sarana kang nggegirisi, kayata: kabeh kawula kudu melu perang, durung nganti perang wong wong mau wis akeh kang tiwas ana ing dalan. Gampang yen mung arep bisa ngira ngira kehing prajurit kang dilurugake, yen ngelingi pangepunge kutha Betawi kang ping pindhone. Nalika iku ana prajurit 80. 000 lan sing bali menyang Mataram durung ana seprapate. Nalika nglurug Madura, kehing prajurit nganti 160. 000. Yen ana wong sabangsa kalah perange, kerep kelakon wong kabeh mau kapeksa ninggal tanahe."
57,"Nalika bedhahe Madura, kutha kutha lan desa desa ing kono meh kabeh dirusak, para ratune dipateni, wonge cilik ana 40. 000 kang dipeksa ngalih menyang Gresik lan Jaratan, jalaran ing kutha loro mau, marga saka perang kang uwis uwis meh ora kadunungan ing wong. Adipati ing Sumedhang kapeksa urun bala akeh banget, nganti ing negarane (Priyangan) meh entek wonge. Sakalahe Wirasaba bupatine kablenegake ing banyu nganti tumeka ing pati, lan wong cilik diboyongi menyang Banyumas. Sultan Agung iku ora ngajeni nyawaning wong, nalika campuhe wadyabala Mataram ana ing Surabaya iku wong Mataram kang mati 40. 000 lan Kangjeng Sultan iya ayem bae, pangandikane: tanah Mataram isih sugih wong. Jalaran kang mangkono mau wong cilik padha ora bisa nggarap sawah, regane beras saya larang lan wonge saya ora kacukupan. wuwuh wuwuh kaambah ing pagering, mulane ing tahun 1618 lan 1626 akeh padesan ing Tanah Jawa kang wonge mung kari 1/3, kang 2/3 padha mati. Wragad perang iku iya ora sethithik, lan sing kudu nganakake iya wong cilik, Sultan Agung ora kagungan welas marang mungsuh, malah senapati lan prajurite dhewe iya sok kapatrapan paukuman kang ora murwat, yaiku yen perange kalah. Miturut crita, saundure wadyabala saka Betawi, Sultan Agung dhawuh mateni wong 4. 000; wong samono mau kalebu para garwane baureksa, kang tiwas ana ing peprangan. Nalika perang Mataram JP. Coen wis kraos gerah, nanging meksa nyenapati ing perang, dadi kasengka banget. Wasana ing tanggal 20 September 1629 gerahe banget dadakan, nganti dadi lan tiwase. Wis tetela banget yen tujune Compagnie nganti seprono mung murih ajuning dedagangane. Sarehne kang dikukuhi banget pranatan monopolie, mulane kudu bisa mbalekake panempuhe wong Europa liyane. Bisane kelakon, mung yen prajurite dharatan lan lautan sentosa, perlu kanggo ngukuhi kantor kantor ing Betawi, lan uga kanggo nanggulang ardane Mataram."
58,"Coen iku kena diarani wong pinunjul, katandha nalikane adege Betawi bisa ngundurake ardaning mungsuh nganti kaping pindho (Inggris lan Mataram) senadyan tansah karoban lawan, tindake ana ing Moloko tetep diarani siya, ewadene meksa klebu wong ambek sudira ing pakewuh lan ora wegahan. Enggone nglabuhi tanah wutah rahe tanpa pamrih nganti tekan ing pati. Sasedane GG. JP. Coen kang gumanti J. Specx (tahun 1629 - 1632) tumuli H. Brouwer 9tahun 1632 - 1636). Wiwit adege A. van Diemen dadi GG. , Compagnie ngancik ndedel dedele, awit van Diemen pancen GG. kang cakep ing bab sakabehe. Dhek samana VOC. perang maneh lan mungsuhe lawas yaiku bangsa Portegis. Ing tahun 1638 jajahane wong Portegis ing Ceylon karebut ing senapatining VOC. banjur Compagnie diidini ngadegake beteng lan nindakake monopolie dagangan manis jangan. Ora antara suwe beteng Malaka, kang kalebu sentosa banget, kinepung wakul lan diperangi bala VOC. Nganti suwe wong Portegis panggah. Ing tahun 1641 senapati Walanda Caerteku dhawuh ngrangsang beteng, wasana bedhah. Ing ngatase wong Portegis ilange kutha Malaka iku kerugian gedhe banget. Sarehne banjur uga kelangan jajahan ing pasisire tlatah Coromandel lan Malabar, wong Portegal prasasat tanpa panguwasa ana ing tanah Asia. Nalika bedhami ing tahun 1641 wong Portegis dipeksa nuruti bae. Mungguh ing ngatase Compagnie, bisa oleh kutha Malaka kauntungan gedhe, awit ndadekake wedine para ratu bangsa bumi kabeh. Padagangane Malaka ngalih menyang Betawi. Nalika jamane GG. van Diemen kutha ing Betawi digedhekake lan dibecikake. Jiwane 9. 000, wong Walanda 3. 000 luwih. Ing sajabane kutha wiwit akeh pasanggrahane para gedhe. Ing sajroning kutha wong laku dagang maju banget. Kacarita karajan Mataram ing wektu iku banjur rukun bae lan Compagnie. Ing tahun 1646 VOC. prajangjian karo Mataram (nalika jumenenge Mangkurat I). Ing saben tahun Compagnie kudu nglakokake utusan menyang Mataram. Wong Jawa kena dedagangan ing sadhengah panggonan kejaba ing Moloko. VOC."
59,"lan Mataram padha dene ora kena ngrewangi mungsuhe. Ing sabakdane tahun 1629 kerep bae Banten memungsuhan lan Betawi, marga wong Banten ambubrah monopoliening VOC. karo wong Moloko. Pelabuhan Banten kerep banget dibarisi ing prau perang Walanda, dadi kutha Banten padagangane mati. Ing tahun 1645 Banten gawe prajangjian lan VOC. Dadi tetela yen panguwasane Compagnie tansah mundhak gedhe. GG. van Diemen arep nggedhekake padagangan ing tanah Cina lan Jepang. Ing tahun 1642 ana wong Walanda, aran Abel Tasman njajah ngetan nemu pulo pulo anyar ing wewengkone Australia iya iku Nieuw Zeeland lan Van Diemensland (saiki aran Tasmania). Tanah Australia diarani Nieuw Holland. Nalika jaman Sultan Agung ana owah owahan bab umuring tahun. Kang dienggo tumekane jaman iku diarani tahun Saka, umure kaya dene tahun Christen ((+/- 365 dina) wiwite tahun nalika tahun christen wis tekan angka 78. Wiwit tahun Saka 1555 (= 8 Juli 1633) umure disalini manut lakuning rembulan ( 1 tahun = 355 dina) dicocogake karo tahun Arab kang dhek samono wis tekan angka 1. 043. Tumekaning saiki kabeh mau isih dipacak ana almenak, kayata: 1 Januari 1925 = 5 Jumadilakir Dal Windu Sengara 1855 (Jawa) = 5 Jumadilakir 1343 (Arab)."
60,"645-1677 Mangkurat I 1650-1653 GG. Reiners 1677-1703 Mangkurat II 1653-1678 GG. Maetsuyker 1678-1681 GG. Rijklof van Goens 1681 - 1684 GG. Speelman hek jamane GG. van Diemens VOC. ana ing pulo pulo Moloko nemu reribet, marga saka anane monopolie, tanah Moloko suda banget karaharjane, wong bumi padha ngrekasa uripe. Wong cilik ora gelem netepi prajangjiane monopolie, padha laku dagang colongan. Punggawane VOC. nyirep kraman kanthi tindak keras. Nuli wong Moloko dibiyantu ing Sultan Ternate, mulane saya ndadra. Wasana GG. van Diemens tumindak dhewe, tindake keras nanging ndalan, temahan kraman bisa mendhak. Ing nalika jamane GG. Reiners (tahun 1650 - 1653) ing Ternate lan Ambon ana kraman maneh kang marga saka pangojok ojoke wong Makasar. Wong bumi padha nggrundel ora trima, awit A. de Vlaming, Gouverneur ing kapulowan Moloko dhawuh mbabadi tanduran bumbu craken kang dianggep turah, murih ora ngedhunake regane dagangan. Yen wong bumi ora nuruti, prajurit VOC. lelayaran mrana ngrampungi pasulayan kanthi wasesa (hongi). Enggone nyirep kraman A. de Vlaming kanthi kekerasan, akeh wong kang dipateni utawa dibuwang."
61,"Wasana pulo pulo akeh kang suwung. Wiwit ing wektu iku dikenakake nandur cengkeh mung wong ing Ambon lan pulo pulo cilik sisih wetan, kang kena nandur pala mung wong ing Bandha. Amarga saka anane planggeran mau wong bumi akeh kang padha kemlaratan. Wasana ora ana sranane kanggo mbangkang maneh. Bareng Moloko wis tentrem, nalika kang jumeneng GG. Maetsuycker VOC. merangi Makasar. Hasanudin, ratu ing Makasar tansah nulungi wong bumi ing Moloko. Manehe VOC. ora oleh idin ngadegake loji ana ing karajan Makasar. Enggone memungsuhan VOC. lan Hasanudin nganti ambal kaping telu. Wekasane ing tahun 1667 Cornelis Speelman didhawuhi nandangi Hasanudin. Aru Palaka ratu ing palaka mbantu Compagnie, jalaran karajane direbut kagamblokake marang Makasar, rama lan eyange Aru Palaka kapatenan ing Ratu Makasar. Putusaning perang Hasanudin kapeksa nganggep prajangjiane VOC. tahun 1667. Miturut jenenge papan prajangjian mau diarani prajangjian ing Bonggaya. Bedhahe Makasar iku ing atase VOC. akeh banget pakolehe, awit iku dadi dhedhasaring panguwasa ana ing Celebes sarta pamengkune marang sakabehing pulo pulo ing Moloko. Minangka ganjaran Aru Palaka didadekake ratu ing Bone. Surasane prajangjian ing Bonggaya prakara warna warna, kayata: Makasar lan Goa ngakoni pangayomane VOC. apa dene Flores lan Sumbawa mari dadi jajahane Makasar. Bangsa manca kang kena dedagangan ing Moloko mung VOC. bae. Wong Makasar kudu nglereni enggone lelawanan dedagangan lan Moloko. Sasedane Sultan Agung ing Mataram tansah ana kraman utawa perang, ndadekake gempaling karajan. Kang misuwur iya iku kramane Trunajaya, sebabe mangkene: 1. Pangeran Arya Prabu Adi Mataram kang nggenteni Sultan Agung, jejuluk Sunan Mangkurat I, kapinteran lan kekencenganing karsa ora mantra mantra timbang lan kang rama. Sarehne wegah memungsuhan lan Compagnie, ing tahun 1646 lan1652 prajangjian pamitran lan VOC. Surasane prajangjian 1652 ana kang nyebutake bab tapel watese jajahaning Compagnie sisih wetan, iya iku kali Citarum."
62,"Ing tanah Mataram akeh para gedhe kang nggrundel ora narima marang tindake Mangkurat mau. 2. Sunan Mangkurat ala banget pangrehe praja, jalaran ketungkul mbujeng marang kamukten nganti nukulake panggalih siya. Para kawula gedhe cilik ora ana kang njenjem uripe, jalaran saka siyane Sang Prabu. Nalika jumeneng anyar anyaran nenumpesi mitrane kang rama akeh. Saking kalulute marang pakareman kang nistha nganti wentala mutahake getihe wong kang tanpa dosa. Kaya dene nalika garwane kekasih seda, nuli dhawuh nyekel wong wadon 100 dikurung ing pasareyan nganti mati kaliren. 3. Ing Madura ana sawijining Pangeran kang duwe tekad arep ngraman manggedheni para gedhe ing Mataram lan Madura, merangi Mangkurat. Pangeran mau wayahe Cakraningrat I ing Sampang saking amuyan, jenenge Trunajaya. Senadyan Trunajaya ora nduweni waris kadipaten, ewa dene ngarah jumeneng adipati ing Madura. Nalika kang paman jumeneng adipati, jejuluk Cakraningrat II gampang bae Trunajaya enggone ngelun wong Madura, awit sang adipati tansah ana ing Mataram bae. Ing tahun 1674 kraman wis ngrebda banget. Trunajaya dibantu ing wong Makasar kang padha lunga saka tanahe dhewe ngalambrang, gawene mbebajak. Tanah Jawa Wetan enggal ditelukake. Bareng kraman saya mengulon, Mangkurat I saya kuwatir, nuli mundhut pitulungane Compagnie. Prentah ing Betawi kang sakawit mangu mangu, nanging bareng saya krasa kapitunan enggone dedagangan marga saka panggawening kraman, ing wasanane gelem tetulung. Ing kawitane prajurit Walanda kerep bisa mbalekake kraman saka sawenehing panggonan, nanging saya suwe saya cabar, kraman saya maju, tanah pasisir lor lan Tanah Jawa Tengah pasisir wetan wis katekem ing kraman, Trunajaya banjur akadhaton ing Kedhiri. Prentah ing Betawi wiwit anggraita yen pananggulanging kraman Trunajaya kudu ditumeni. Ing tahun 1677 ana wadyabala Compagnie menyang Jepara, disenapateni Cornelis Speelman. Dhisike Trunajaya arep dirukun, nanging ora gelem."
63,"C Speelman nuli prajangjian: lan Sunan Mangkurat I, surasaning prajangjian: Compagnie bakal mitulungi Mangkurat, nanging njaluk liru ragading perang, undhaking jajahan, lan wewenang ing prakara dedagangan. C. Speelman banjur wiwit merangi kraman, nanging mung bisa ngejegi Surabaya, dene jajahane Trunajaya saya mundhak, malah wis bisa nggepuk Karta, kutha karajaning Mataram. Upacaraning kraton diboyong menyang Kedhiri. Sunan Mangkurat kengser, tindak mangulon didherekake ing Sang Pangeran Adipati Anom. Mungguh kramane Kangjeng Sunan mau nedya ketemu panggedhening Compagnie ing Jepara, nanging ana ing dalan seda (tahun 1677) kasarekake ing Tegal Arum. Nganti saprene Mangkurat I isih katelah nama Sunan Mangkurat Tegal Arum. Sasedane Sunan Mangkurat I Sang Pangeran Adipati Anom gumanti jumeneng nata, jejuluk Sunan Mangkurat II, nanging sasat ora jumeneng ratu, awit kang nganggep mung para kawula kang nderekake, malah kang rayi Sang Pangeran Puger, kang ana Mataram iya ngaku jumeneng Sunan. Sunan Mangkurat II banjur tindak menyang Jepara, mundhut tulung marang Compagnie, ngestokake dhawuhe kang rama. C. Speelman saguh mitulungi, nanging nganggo prajangji. Wosing prajangjian Jepara: VOC. nganggep ratu marang Mangkurat II VOC. kena dedagangan ing satanah Mataram, kena nglebokake dedagangan ora wenang dijaluki beya. Jajahan VOC. mangidul tekan segara, mangetan tekan Cimanuk, apadene kutha Semarang sawewengkone. GG. Maetsuycker lan keh kehing para Liding Raad van Indie ora rujuk karo kareping para Bewindhebber, pangrehing VOC. ana ing tanah Walanda; aliya saka iku Trunajaya wis kegedhen panguwasane, mangka Sunan Mangkurat II wus prasasat tanpa daya, wuwuh wuwuh prentah ing Betawi lagi karepotan ora bisa oleh pitulungan saka nagara Walanda, tur nemu pakewuh karo Banten. Ing tahun 1678 GG. Maetsuycker seda digenteni Rijkloff van Goens. Priyagung iku nemeni enggone nandangi Banten. Rijkloff lan Speelman padha sabiyantu ngrampungi kraman Trunajaya, aja nganti kedhisikan ditempuh wong Banten. Rijkloff van Goens banjur ngutus wadyabala gedhe menyang Tanah Jawa Tengah nglurugi Trunajaya."
64,"Trunajaya iya metukake, nanging suwe suwe keplayu marang Kedhiri. Kedhiri nuli dibedhah klawan rekasa, nanging Trunajaya oncat ngungsi marang pagunungan salore gunung Kelut. Kapitan Ambon aran Jonker kautus ing Kangjeng Susuhunan ngelut playune Trunajaya. Dalan dalan sakubenge pandhelikane Trunajaya dijaga prajurit, wusana Trunajaya nungkul. Kangjeng Susuhunan arep priksa marang Trunajaya nanging bareng disowanake ing ngarsane, nuli diperjaya ing Sang Prabu piyambak (tahun 1680). Senadyan ing tahun 1652 wis ditemtokake yen Cisedane kang dadi tapel watese Banten lan jajahan VOC. , ewa dene wong Banten iya ora wedi njejarah, mbegal ing sawetane Cisedane. Ing tahun 1656 kelakon dadi perang nganti tumeka tahun 1659. Ing salebaring perang mau VOC. meksa durung rukun karo Banten. Ing wektu samono kang jumeneng ing Banten Sultan Agung Abul Fatah utawa Tirtayasa. Sang Prabu pancen ratu peng pengan, kang diudi mumbuling negara lan undhaking jajahan, mulane sengit banget marang Compagnie, awit digalih ngalang alangi pangelaring jajahan. Saka pambudidayane Sultan Agung kelakon kutha Banten bisa reja lan rame. Wong Inggris, Denmarken lan Prasman padha oleh idin dedagangan ana ing Banten. Nalika kraman Trunajaya Sultan Agung ora gelem nganggep ratu marang Mangkurat II lan mitulungi marang Makasar mungsuhe VOC. Pangarep arepe yen prajurit VOC. , suda banget, wong Walanda banjur gampang kalahe karo Banten. Ing sesirepe kraman mau rehne GG. Spellman wis mangerti sedyane Sultan Agung yaiku arep enggal merangi Betawi, mulane banjur tata tata. Kabeneran banget ing atase VOC. ing tahun 1682 ing Banten ana geger, jalaran Sang Pangeran Adipati Anom Abdul Kahar (banjur jejuluk Sultan Haji) lan rayine Sang Pangeran Purbaya rebut kalenggahan Pangeran pati, iya iku biyantu kang rama ngasta paprentahaning negara. Sultan Haji rekasa banget, awit Sultan Agung mbiyantu Purbaya, nuli Sultan Haji njaluk tulung marang VOC. , kang saguh arep nulungi, jangji wong Walanda ing Banten oleh monopolie."
65,"Sultan Agung banjur keplayu dioyak ing prajurit Compagnie. Bareng kecekel dikunjara ana ing Betawi nganti tekan ing sedane (tahun 1692). Wose prajangjian ing tahun 1684 wong Inggris lunga saka Banten, nuli ngalih menyang Bengkulen. Kejaba iku VOC. wenang melu ngrembug ruwet rentenging nagara ing Banten. Wiwit ing jaman iku Cirebon uga melu ngaub marang VOC."
66,"1703 - 1704 (1708) Sunan Mas, Mangkurat III 1691 - 1704 GG. van Outhoorn 1704 1719 Pangeran Puger, Pakubuwana I 1705 - 1706 GG. van Horn 1719 -1727 Prabu Mangkurat IV ang anjalari perang rebut kaprabon kang sapisan iya iku congkrahe Sunan Mas karo Pangeran Puger, apa dene era eru marga saka panggawene Untung Surapati. Untung Surapati iku batur tukon saka ing Bali, wis dadi prajurit ing Betawi, diunggahake dadi Litnan manggedheni prajurit Bali sagolongan. Nalika perang Banten Untung minggat ndherek Sultan Agung ing Banten, salebaring perang nuli nggawa kancane sawatara klambrangan ana ing bawah Priyangan, gawene njarah rayah. Bareng dioyak ing prajurit VOC. Untung Surapati sakancane Bali mlayu mangetan nyuwun pangauban marang Sunan Mataram. Senadyan Untung Surapati mungsuhing VOC. , ana ing Kartasura ditampani becik malah dadi andhel andhel GG. Champhuys nuli utusan Mayoor Taak menyang Kartasura perlu nyekel Untung Surapati lan nagih utange Marang marang VOC."
67,"Nalika prajurit Walanda teka ing kutha, wong Jawa lan wong Bali wis perang dhewekan. Sasuwene ing paperangan geger gegeran, Mayoor Tak di kroyok ing gegaman, prajurit 70 kang mati. Untung Surapati sakancane bablas mlayu mangetan. Ana ing Pasuruwan Untung Surapati ngedegake karajan. Untung Surapati jumeneng adipati jejuluk Wiranagara jajahane saya jembar, nenelukake ing sakiwa tengene malah nganti tekan ing Kedhiri, Sarehne Untung Surapati saya ndadra, Mangkurat II minta sraya marang VOC. nanging GG. van Outhoorn durung mituruti. Nalika semana ing saTanah Jawa akeh sekaitan nglawan wong Walanda. Sawenehing panggonan disebari layang nyalawadi kang ngemu rasa ngojok ojoki numpes wong ""kapir"". Akeh priyagung Banten lan Mataram sing padha mbiyantu sekaitan iku. Malah ana wong Melayu saka Sumatra aran Ibnu Iskandar kang melu dadi penuntune sekaitan mau, nglurugi Betawi nggawa prau akeh. Bareng konangan ing Walanda banjur ditempuh rusak bebarisaning prau. Prakara iku njalari enggone VOC. ora gelem ngrewangi Mangkurat II. Ing tahun 1703 Mangkurat II seda, kang gumanti jumeneng, Sunan Mas utawa Mangkurat III; marga saka cacading sampeyan, uga katelah asma Sunan Kencet. Sunan Mas congkrah lan pamane Pangeran Puger, mungguh kang dadi jalarane iya saka siyane Kangjeng Sunan. Sunan Mas iku pancen misuwur siya lan sawenang wenang tindake. Pangeran Puger lolos saka Kartasura, tindak menyang Semarang mundhut pitulungan Compagnie. Sunan Mas wis rambah rambah kirim layang menyang Betawi, mundhut balining pamane, nanging ora direwes, awit parentah ngerti yen Sunan Mas sekutu lan Untung Surapati nedya nglawan Compagnie. Parentah Betawi uga ora gelem nganggep Sunan marang Mangkurat III; kang dianggep malah Pangeran Puger, awit Sang Pangeran ana ing Semarang uga wis kaangkat Sunan dening para priyagung akeh, jejuluk Sunan Paku Buwana. Anane perang rebut kaprabon iku wiwit ing tahun 1704, tekan tahun 1708. Marga saka pitulungane VOC. Paku Buwana bisa lestari jumeneng ratu, nanging miturut perjanjian ing tahun 1705 jajahane VOC."
68,"dielar mangetan, watese sisih lor Cilosari, ing sisih kidul Cidhonan ing Cilacap. Sunan Mataram wis ora duweni wewenang ing atase tanah Sumenep lan Pamekasan. VOC. diwenangke kena sediya prajurit ing Kartasura maneh. Nalika Kartasura ditekani wadyabala Walanda, Sunan Mas lolos mangetan mundhut pitulungan marang Untung Surapati. Ing tahun 1706 prajurit VOC. kang disenapateni Knol nempuh ing Bangil, yaiku betenge Untung Surapati kang santosa dhewe. Ing Bangil bedhah, nanging Untung Surapati ora kecekel, mung bae amarga ketaton ora antara lawas mati. Ing tahun 1707 ana prajurit VOC. nglurug mangetan maneh merangi para anake Untung Surapai kang mbiyantu Sunan Mas. Ing tahun 1708 Sunan Mas asrah bongkokan marang Knol, nuli kakendhang menyang Ceylon. Ing tahun 1719 Paku Buwana I seda, njalari perang rebut kaprabon kang kapindho. Para sadhereke Sunan anyar Prabu Mangkurat IV padha merekake nganti nganakake perang. VOC. mitulungi marang Mangkurat IV. Para panganjure kraman padha dibuwang menyang Ceylon utawa menyang jajahan Compagnie ing Afrika sisih kidul (Kaapkolonie)."
69,"alika J. Maetsuycker madeg dadi Gouverneur Generaal (tahun 1653 - 1678) jajahan darbeke Compagnie wis rada akeh. Betawi lan wewengkone, wiwit tahun 1619 Kutha Malaka lan wewengkone, tahun 1641 Ambon, Kepulowan Bandha, Makasar, tahun 1667 Punto de Gale lan Legombo ing Ceylon, tahun 1658 Tlatah tlatahane pasisir Coro9mandel, lan Malabar, tahun 1661 Kejaba iku VOC. iya duwe kantor ing pasisire sunglon Persi, ing Benggala, Siyem, Formosa lan Decima. Saking jembaring jajahan lan kehing kauntungan VOC. bisa sugih lan kuwasa. Para aandeelhouder wis akeh banget bathine, ngungkuli bathen kang wis katemtokake, iya iku 12,5%. Ing tahun 1642 bageyaning Bathi nganti mundhak tekan 50%, VOC. dadi ndedel, ing saantarane tahun 1630 lan tahun 1650 bisa tikel 3 utawa 4. Kauntungane VOC. iku jalaran saka pranatan monopolie. Marga saka monopolie mau VOC. bisa kulak murah lan yen dodolan dilarang larangake. Upama bumbu craken: pangulake pala sa""pun"" terkadhang mung 7,5 sen, pangedole 3,5 rupiyah. Pangulake cengkeh sa ""pun"" 20 sen, pangedole sok 10 rupiyah. Pangrehing VOC. (Bewindhebber) ing tanah Walanda kang diarah mung ngencengake pranatan monopolie, ora susah njembarake jajahan. VOC. kudu ngedegake loji loji maneh, awit VOC. kudu mung salugu dedagangan."
70,"Balik pangrehing VOC. ing Betawi karepe ngendhokake monopolie. Wong bumi kerep disuwunake idin GG. Coen lan van Diemen prakara kamardikaning dedagangan, nanging para Bewindhebber ora mituruti. Punggawane VOC. akeh kang wong asor lan ala, wuwuh wuwuh blanjane ana ing tanah Indhiya mung sathithik. Blanja kawitan (asisten = carik) mung 10 rupiyah, banjur mundhak 55 rupiyah (koopman) lan 75 rupiyah (opperkoopman) ing sasasine. Blanja sathithik mau tampane nganggo dicowok umpamane kanggo tetanggungan. Kang mangkono iku njalari para penggawa padha dagang peteng utawa dagang colongan. Ananging sarehne dagangan VOC. nalika semana gedhe banget lan bathine dudu sebaene dai prakara klerune pranatan monopolie apa dene tindake para punggawa sing ora bener isih samun durung pati ketara. Ing kawitane abad kang ping 18 jajahane VOC. akeh banget, apa maneh ana ing Tanah Jawa. Jajahan lan panguwasane karajan Banten lan Mataram saya kalong kalong. Betawi, Krawang tekan kali Indramayu, Priyangan tekan segara kidul; Semarang lan wewengkone (tahun 1677), Cirebon wus ngaub marang VOC. Tapel watese jajahan Banten sisih wetan Cisedane. Jajahan VOC. mangetan tekan Cilosari lan Cidhonan (tahun 1705). Ing tahun 1659 VOC. prajangjian karo Sultan ing Palembang, oleh idin ngedegake beteng ing bawahe. Ing tahun 1667 VOC. ngedegake loji ana ing Padhang. Sawise prajurit Walanda mitulungi marang para kawulane ratu Aceh, kang jajahane dhek maune ketug ing Indrapura (Sultan Iskandar Muda), VOC. ora mung katon gedhe panguwasane nanging iya katon sugih. Kutha Betawi saya suwe saya gedhe lan asri, nganti diarani ""Ratuning kutha ing bumi sisih wetan"". Dadi ing jaman iku VOC. kaya kaya lagi mumbul mumbule. Mungguh ing satemene senadyan gelare kuwasa lan sugih banget, VOC. wis mundur, ngalamat arep bobrok. Kasugihane saya kalong, malah terkadhang terkadhang uga nganti tuna, nanging kejaba para Bewindhebber ora ana kang ngerti, awit digawe wadi banget."
71,"Para Bewindhebber enggone aweh dividend (anakaning andhil) marang para aandeelhouder isih ajeg akeh. Dadi saya suwe bandhane VOC. saya suda. Mungguh karepe para Bewindhebber enggone ngrendhem wadi mau, supaya VOC. diaranana isih sugih lestaria diandel aja nganti kepaten ubed. Wasana ing tengahing abad 18, VOC. wis katandhegan utang 3 yuta. Kang dadi jalaran sudane kasugihan VOC. warna warna, kayata: 1. Kehing wragad VOC. kanggo peperangn, tansah kapeksa sediya prajurit lan prau perang akeh. 2. Rehne jajahan saya jembar, punggawa saya mundhak akeh, anjalari undhaking wragad. 3. Kauntungan laku dagang wis ora kaya wis ora kaya dhek abad kang kepungkur, awit akeh punggawa VOC. lan wong bumi padha laku dagang peteng utawa dagang colongan, VOC. enggone mblanjani punggawane kesethithiken, dadi punggawane mau kepeksa golek kauntungan liya sarana dagang peteng. Dene wong bumi enggone dagang colongan lelawanan wong Inggris utawa bangsa manca liyane. Marga saka malaking VOC. enggone nindakake monopolie, wong bumi padha gelem nerak prajangjiane monopolie. Rehne wong bumi wis dadi mlarat marga saka pamering VOC. Lan punggawane karajan Jawa, barang pedagangan saka Europa mung sathithik payune. 4. VOC. enggone dedagangan ana ing Europa kerep tuna banget, marga dijori ing bangsa Inggris lan Prasman. Rekane para Bewindhebber enggone arep nututi kapitunane serana ngencengake tindaking monopolie lan nglarangi dagang peteng. Ewa dene sanadyan dagang peteng iku dilarangi banget kanthi ukuman abot, meksa saya ndadra, awit VOC. ora ngundhaki blanjane punggawane, lan pangulake barang dedagangan kemurahen. Ana reka dayane VOC. kang sakawit ndadekake kauntunganing VOC, dhewe lan bangsa bumi, yaiku enggone nganakake wulu wetu liya, kayata: nila, lawe, secang (kanggo pulas). Kang akeh banget pametune yaiku kopi. GG. Zwaardekroon ngudi banget marang ajuning tanduran kopi mau (tahun 1718 - 1725). Wiwit VOC. dagang kopi iku maune saka rembuge P. van den Broecke, nalika isih ana ing Mokka (jajahan Arab)."
